,f,e,d,tau_q,tau_s,v_s,y
589,0.627933805,0.994401988,445.5351515,6.070711447,163.0265387,0.463507602,0.514374502
862,0.589714941,1.000384807,346.540308,6.704192411,68.3239848,0.505812444,0.514506357
771,0.610927108,1.008829462,475.9220571,2.150779245,166.8292492,0.443823381,0.515683146
750,0.636956334,1.007133534,354.3919861,6.367299315,136.9579773,0.562003083,0.516493107
283,0.527690481,0.995122145,312.8494151,8.474425945,160.3662468,0.432493426,0.516918476
442,0.649089348,1.009103433,303.2669412,2.841536665,62.20988711,0.512809952,0.51755172
905,0.644504286,1.003435777,374.6176993,5.538185211,133.5495952,0.574494045,0.51806954
103,0.609721738,1.002313024,520.3551089,5.792247484,161.7882319,0.482049665,0.519851664
218,0.703196922,0.990638674,361.3765955,3.000186563,165.5562952,0.525860332,0.521431275
71,0.602789585,1.009568018,422.078289,8.942270003,173.0483665,0.413604976,0.52211802
175,0.660581909,0.996479424,487.176164,3.543722674,86.05258997,0.530136656,0.52277166
209,0.592215108,1.005216009,411.6663935,5.963035757,196.9409877,0.292073318,0.522957406
37,0.594643041,0.99329522,358.5597485,2.172392204,71.88013137,0.467228749,0.523321939
556,0.527709209,1.003686709,318.7277348,9.910799913,155.0129085,0.567548468,0.52366678
873,0.602081901,1.00160834,475.2215602,8.292554908,127.5860901,0.471158752,0.525327096
635,0.626086452,1.00137385,401.3907724,7.796733728,180.2155514,0.474927699,0.526322912
444,0.684572649,0.998412111,387.76288,3.352909518,183.0420098,0.536739317,0.526909638
468,0.515819671,0.997604441,396.8581133,5.849450113,122.9202469,0.349384188,0.528169531
650,0.633634825,0.994596527,325.2782605,8.840851206,111.4107072,0.509642739,0.528191698
463,0.512717337,1.000027419,549.0863509,7.504913153,182.9245947,0.595137885,0.530038569
417,0.616591205,1.006815198,333.4131707,8.766646469,102.1311235,0.421147312,0.530374225
371,0.642206566,0.998279929,329.4931498,7.411941325,86.82052423,0.573574689,0.53092656
258,0.646843976,1.004200874,393.3144987,5.187779035,186.3257143,0.569818485,0.531661678
202,0.53778204,1.002228951,308.7693463,3.070364347,190.1264554,0.424395111,0.531725661
522,0.585217872,0.990755085,339.708134,7.980193174,120.654206,0.333034308,0.53225457
293,0.603083595,1.001846204,354.8793833,7.569464969,69.3689045,0.435523779,0.532570229
147,0.510251335,0.990700981,482.3013219,9.908949951,110.5572941,0.303336121,0.533062275
369,0.564553219,1.004008628,420.8477261,8.115535693,119.5655171,0.266313768,0.534561298
310,0.559628477,0.997659993,404.2985143,3.614109222,187.7688647,0.337343811,0.534696508
65,0.601967972,1.000413048,521.4557632,7.588014223,155.9344667,0.234425819,0.535150869
116,0.620165309,0.991494531,547.3973943,6.616709368,68.19246822,0.311533544,0.53686091
198,0.504591191,1.00262539,544.7144346,6.474774787,35.09268119,0.478252252,0.537997778
20,0.607579351,0.99630934,536.1707765,6.977201121,68.7351598,0.583900039,0.538585875
131,0.507128963,0.998807569,467.3589079,8.942248747,53.13171736,0.460733951,0.539915018
195,0.567280606,1.009989275,536.2660954,8.395677982,165.6896236,0.553996565,0.543018212
8,0.627852681,0.997372497,448.6000852,3.14280363,134.601095,0.325575282,0.543698015
913,0.616585223,1.009508375,518.3024897,6.04286374,93.00879172,0.249057528,0.543973407
89,0.563113412,1.000119069,464.952647,7.463707307,34.6528762,0.514922829,0.544058195
623,0.658321724,1.002457458,414.3769234,2.734505506,35.48508792,0.526646733,0.544134785
129,0.625549491,1.009566113,485.061287,8.160085725,79.41944734,0.455066112,0.545569199
353,0.753968455,1.004243587,309.786301,2.900948094,157.0044391,0.575130638,0.549047251
998,0.535208843,0.991761646,461.346094,4.030534223,152.0257057,0.302000599,0.549197339
53,0.679361726,1.00581993,434.1251091,4.948958784,83.84670184,0.441597195,0.549342392
624,0.647423429,0.998352441,538.9458856,6.332074629,130.7376151,0.368607465,0.549722213
642,0.63025819,0.994059015,501.6915038,7.394440329,188.1027827,0.221281422,0.551478364
966,0.682814972,0.993082249,331.1174455,7.777266901,198.2666382,0.525597045,0.553236663
673,0.65539429,0.997329794,394.9761176,2.803203698,118.2532177,0.356614775,0.553449225
607,0.65144578,1.000548248,399.0655688,8.34525254,95.86993581,0.350418483,0.55420754
957,0.543886727,0.999094437,544.8654633,9.806650247,38.97711429,0.290238077,0.554296239
248,0.537777524,0.997334064,505.3288968,7.58950901,30.10388875,0.444953601,0.555102399
269,0.654862373,1.004573232,369.7848866,7.553069051,163.8982965,0.573617999,0.556186986
984,0.671176255,0.993685941,303.2958291,6.739083156,63.38234299,0.582051927,0.556504442
238,0.520170177,1.009134771,330.4758049,2.475074038,107.0286215,0.442050064,0.560738358
945,0.577381798,1.009194461,336.0326358,3.738622915,143.4541677,0.324397848,0.561078833
133,0.683378895,0.992419426,376.513473,3.599861873,149.2348578,0.328243878,0.561665563
161,0.631166696,1.001124951,498.0483644,5.531711826,30.40582389,0.425510362,0.561768925
567,0.65334976,0.99470432,516.2358767,6.458498146,114.6008062,0.495328059,0.561981981
112,0.636325788,0.994293556,548.7356036,4.710371412,21.60001872,0.571903739,0.562643827
527,0.504343035,0.990032727,426.5013586,7.696698731,37.39636232,0.599668956,0.563467513
253,0.583938788,0.99399339,529.9356867,8.063641889,28.16231456,0.294013093,0.568651095
48,0.631075216,1.000335884,375.5667369,9.388081962,114.7753199,0.233835431,0.571607319
563,0.767733962,0.991170606,311.507629,4.086041884,140.8036316,0.595081261,0.572165326
82,0.71828987,0.99086779,334.3714763,5.993827278,71.08421133,0.531308772,0.572237561
427,0.740163125,0.99003538,301.4920077,6.197158907,172.495989,0.377173323,0.572745999
183,0.682780135,1.008393694,525.8157919,3.326189332,174.1515003,0.400612023,0.572977355
758,0.5248091,1.007421992,543.3258749,2.32714176,112.0880067,0.373401552,0.574244335
518,0.678162352,0.998777379,535.8559545,2.388847405,50.54599471,0.39801455,0.57532823
458,0.675899334,0.999625698,313.9673686,5.403274577,67.91611505,0.374129364,0.576009819
679,0.658797684,0.994389824,457.584992,8.55943438,86.05170963,0.525066142,0.576118399
805,0.714149726,1.000212497,440.7476271,4.074996132,116.0325586,0.501393786,0.576276132
835,0.677421419,1.004177474,530.0116986,2.292834934,152.5564588,0.592732629,0.577553576
357,0.535418454,0.996581682,362.0127195,4.223728213,197.2492803,0.296991414,0.578733373
61,0.652502931,1.002848633,484.4789679,4.306505634,20.84842253,0.575426753,0.580883454
854,0.704939217,0.99362298,424.9401237,4.928798635,54.80076673,0.432332023,0.581210038
678,0.66175655,1.00058613,500.3990908,6.643246865,154.2214068,0.511172374,0.581741968
464,0.675884186,1.003281539,417.0104788,8.496730099,73.56183384,0.352841488,0.58398768
227,0.528432603,1.001459873,538.4481866,4.047731359,124.5080951,0.238507447,0.584121836
221,0.615432209,0.997647076,401.4308916,5.724525368,24.40906258,0.59790982,0.584527929
243,0.693834354,1.004377225,447.8789486,5.808864824,57.24544189,0.482637293,0.585384894
997,0.716908255,1.003083457,422.6134094,3.201360602,48.0813269,0.454275107,0.585839084
592,0.743370809,1.000593077,329.5278631,6.652906954,143.374306,0.394371366,0.586898579
536,0.669454132,0.996303199,405.2475758,2.153321225,82.62598342,0.371785826,0.58788187
200,0.701554496,0.99270143,444.6240695,7.580032824,121.9118673,0.344000252,0.589852347
934,0.658654287,1.008720075,310.398966,5.3069057,71.28496775,0.319572952,0.592322702
337,0.542189912,1.005630514,414.1268685,4.367039902,55.72052679,0.29395299,0.593096649
728,0.750448182,0.995601325,423.1522668,2.681695506,128.7149363,0.526813929,0.594710884
727,0.777026209,1.008517737,347.3135187,3.205084661,155.2552649,0.522257718,0.595146018
719,0.737340352,0.997821025,367.6708596,6.838707075,198.1035678,0.387308093,0.595387777
866,0.690168025,1.004246096,485.0383297,5.399131613,118.9944433,0.542943809,0.5965112
630,0.719427662,1.004909747,367.023591,7.100008382,139.166461,0.301634272,0.59704793
710,0.672578043,1.005309531,319.6794835,5.716553075,136.9811164,0.24896959,0.598574298
392,0.72821778,1.003964066,368.1260687,5.957579672,126.2191834,0.307119123,0.598645715
453,0.694313865,1.00959395,451.9476272,4.624531178,31.9133495,0.565952835,0.599238423
803,0.707932019,0.991777618,500.5087611,5.569479499,175.8366548,0.29750274,0.599462978
695,0.709382631,0.996342385,332.0786984,9.340659671,162.302507,0.272975744,0.599487813
736,0.735188966,0.995616231,359.0393432,5.513482079,130.3256484,0.299502657,0.599872956
927,0.621454079,0.994096631,509.7015158,2.338339211,126.7341895,0.294905259,0.599985099
396,0.724515046,0.998483173,445.0303462,4.725523109,90.16165872,0.330368222,0.601113164
265,0.736609198,1.00198324,427.8194364,4.6110711,151.8849025,0.365124811,0.60161675
688,0.54609916,1.004982737,394.9243912,6.913517306,29.9040184,0.383265676,0.60268232
153,0.792801762,1.000801229,321.590578,2.314275334,70.11160064,0.49100245,0.60346911
190,0.730545999,0.990460364,312.5638383,8.123601707,64.56663849,0.544245083,0.605874566
88,0.693023968,1.000996847,508.2763754,8.299655121,158.3698392,0.265520678,0.607740704
916,0.701003755,0.994671878,549.5586561,6.147643395,83.78313983,0.392714717,0.608794904
559,0.678831662,0.995405364,517.7346493,9.85603133,63.80589525,0.346038019,0.608888414
157,0.72848714,0.993004036,325.1911344,7.171190977,94.35302871,0.300426262,0.609584352
800,0.809313447,0.991490346,350.5038541,2.618933989,146.0857016,0.491142075,0.610708517
780,0.6955194,0.995746689,483.3018142,6.908606451,45.67342502,0.543941949,0.61157381
615,0.506915503,1.00534877,511.2796481,4.100300211,56.13824731,0.27071005,0.611583482
843,0.697768295,1.005857733,381.8995159,8.059834579,48.09808484,0.554828651,0.612664798
304,0.630834597,0.995984019,360.1000448,5.318943955,32.14027007,0.35626741,0.615841347
168,0.638889009,1.00163363,356.3216231,9.792922681,32.61268937,0.525671924,0.615890942
702,0.709141606,0.998070113,386.9929162,6.452373428,55.26874956,0.297913668,0.617463652
884,0.753750096,0.994827329,333.4383378,9.331322215,98.2836354,0.438412304,0.619160583
233,0.567373472,1.004668949,334.8529961,7.626701772,44.19100171,0.291014133,0.620292166
687,0.818520982,1.001975103,336.208938,3.139785754,151.9059935,0.466831809,0.620881708
149,0.796209255,0.993735453,372.0522318,3.227779862,198.5498474,0.472369556,0.621697821
868,0.720390521,0.99544559,508.9123776,6.24856635,139.7356466,0.23858596,0.624670919
875,0.704315046,0.996430985,404.6601983,5.854680769,28.19171092,0.508697768,0.625386803
764,0.793650293,0.993691738,380.0677704,4.38469322,146.5267199,0.43236157,0.625967975
617,0.702208576,1.005187694,547.7683963,4.034340257,112.7835068,0.207430544,0.62604307
812,0.699369666,0.996501403,309.5324836,3.508193994,160.075193,0.273525123,0.626141225
530,0.663936937,1.004140503,523.8058544,5.513735235,20.99520863,0.219225771,0.626175216
853,0.711443558,0.993126304,519.9857311,7.958858978,77.71568128,0.266850762,0.627649792
467,0.754225858,0.995823066,453.8901796,3.542124607,123.3501558,0.545010177,0.628489673
164,0.751675714,1.004984672,372.0741927,8.184171671,120.3037703,0.477807586,0.628718526
329,0.691591787,0.991035288,485.3246337,9.976774028,130.1161474,0.501459157,0.629439229
366,0.540739849,1.007057471,515.7277925,2.519093314,85.22624545,0.294007276,0.629516499
914,0.818366945,1.004603021,318.1216421,4.909094626,104.9428405,0.535898322,0.629888929
438,0.834719662,1.008826162,317.4270787,2.051208055,166.1280867,0.587610555,0.629939188
779,0.711259946,0.994573634,511.095974,8.832017412,84.99165255,0.275282749,0.630501837
579,0.605982177,0.991456014,315.8201535,4.828934425,50.18006016,0.296377212,0.631566158
405,0.740404907,1.007655799,506.23127,3.75255505,62.34062879,0.381952832,0.631983991
637,0.745391084,1.005191097,407.8719099,8.446673233,120.7015368,0.372174795,0.633970571
867,0.704234597,1.003622475,520.6383379,6.564641973,194.2560849,0.457408681,0.634109975
471,0.722047668,1.004327975,390.3601259,8.974427145,71.46342248,0.253834141,0.635683468
520,0.617664682,1.00927413,505.5760232,4.912000822,15.37848118,0.212305933,0.637827207
816,0.508650626,1.006892156,420.9029305,4.621924356,143.5855775,0.212295785,0.63885526
781,0.577606481,1.000880554,530.7755598,2.727588631,171.5449375,0.221322929,0.640588193
436,0.706093269,1.000690031,530.4048051,6.123198548,21.21390648,0.348521951,0.643720699
513,0.767199826,0.995504445,392.442184,5.472494178,133.1599544,0.589716439,0.646087084
32,0.643589275,1.009656807,373.6147191,9.418685948,21.65606291,0.391478793,0.64642879
266,0.716306528,0.993997998,541.3291884,9.57591968,121.81152,0.31784205,0.64807662
143,0.727681846,0.997198988,423.3136264,7.384132411,188.7747437,0.563337646,0.648164236
902,0.537079624,0.996277173,369.2646897,3.370432697,27.65902695,0.412244953,0.648718602
538,0.801292153,1.001303953,325.2891609,6.654428331,68.49384439,0.418731906,0.650391498
264,0.789647495,1.000478595,388.6103453,6.738299359,124.192582,0.307242364,0.655173361
226,0.711778852,0.995520804,333.6314141,9.571497494,48.84414228,0.258159159,0.655301824
661,0.510350561,0.998339753,367.7519402,4.390421169,91.37098398,0.249055563,0.655797915
331,0.543874088,0.998643054,488.9944385,3.272401741,197.272784,0.201346993,0.656237585
844,0.843741971,1.000970168,358.32483,3.253284426,83.58756879,0.52257382,0.657554392
85,0.770572375,0.992982073,384.4395011,6.687354393,44.78216249,0.403806818,0.657572684
700,0.778194089,1.004926042,445.826751,3.983688887,136.8951953,0.502774843,0.658361209
514,0.848083237,0.996793682,327.8013599,5.052465942,189.414327,0.493381843,0.659448751
432,0.742866819,0.997485035,526.8495963,3.911387471,118.0085597,0.202616871,0.659848366
242,0.796993752,1.006350869,384.023925,6.499883512,94.9778078,0.425282281,0.660876067
744,0.742939871,1.008677681,366.7139623,4.019513266,31.88094277,0.360132315,0.661774668
291,0.772385266,0.993610526,425.7147404,2.552889109,52.60557822,0.324670544,0.666861308
638,0.73709218,0.995308974,480.8110678,6.996307194,170.0303742,0.523824009,0.668169934
829,0.639568928,1.009253196,530.2600342,2.159109287,84.24363711,0.228810419,0.670229262
14,0.523835655,1.003973722,373.7224879,3.281901605,64.42590803,0.28359713,0.674544545
551,0.858710166,1.000448849,349.8455201,2.958797811,63.03799042,0.441713672,0.674896711
414,0.792613131,0.994414792,436.2976922,6.629736334,101.3780548,0.270845486,0.675147984
584,0.761275884,1.006116141,504.6518916,7.051463192,118.194382,0.277463203,0.676620833
30,0.759612959,0.992744015,478.6455676,8.206276994,57.75502782,0.20335023,0.678002655
620,0.805576846,1.003088045,385.6127179,7.46371533,112.5837651,0.262038878,0.679925373
819,0.773769815,1.004118125,467.8203194,7.875357004,175.7273893,0.320415238,0.68211019
372,0.823342231,0.996601972,374.7560866,7.116703216,111.7544879,0.481284635,0.682868094
774,0.745312771,0.999116376,546.4691719,2.017181231,31.31124831,0.334984364,0.682965667
159,0.752245927,1.001543768,545.4405544,6.179145807,41.3433483,0.213954425,0.683493279
663,0.811506739,1.004781838,390.8316204,6.950818051,148.8002938,0.238637278,0.686084685
891,0.803209572,1.007421941,397.0211242,6.290245209,140.4018873,0.210393038,0.686289218
145,0.705625173,0.991914723,365.2406126,2.399613699,36.79444816,0.316839706,0.688095681
778,0.759822769,1.000098654,474.4444041,7.960557591,59.94477742,0.541726333,0.689019932
598,0.862645904,0.992922197,313.7628679,6.583823426,58.80045764,0.51673675,0.689564314
449,0.836003306,0.998555787,432.2459775,2.748114979,55.71427991,0.442090591,0.691331559
647,0.803925954,0.993903204,467.7270806,5.394741252,124.0164088,0.419190609,0.692513975
274,0.799084318,0.999340734,470.9090099,2.09684067,70.6815653,0.348311197,0.693369305
93,0.829700926,0.998014272,377.0915574,5.221459569,55.2825287,0.312553838,0.693764497
784,0.803197806,0.996107215,461.9630012,4.392527683,46.49431633,0.57150621,0.69436247
241,0.760872388,0.997717805,541.5492083,8.027709659,72.59650119,0.385666906,0.697351781
38,0.676701231,0.993328761,315.8516709,8.723842593,20.1604964,0.354421074,0.697352263
117,0.744347651,1.00686307,472.68112,9.398872618,105.4725079,0.559282124,0.697980797
18,0.86557495,0.9955183,339.0994283,6.526941471,168.2097422,0.253116364,0.699830574
356,0.794731368,0.999333228,449.258044,2.175418934,115.4821033,0.29060278,0.700986505
995,0.819946709,0.995277272,487.9508568,2.513613176,115.8376018,0.381265167,0.702033577
384,0.806497519,1.003238923,328.0362172,7.190604201,35.79761797,0.365963949,0.704793273
478,0.82104466,1.008117545,385.6325543,9.298399355,170.1401362,0.234369084,0.704921891
632,0.882461972,1.004039607,310.1098833,8.744391957,183.9796734,0.441020527,0.705215408
979,0.915854914,1.005908279,329.2943623,2.910721878,134.8844763,0.541600595,0.706789084
826,0.808292582,0.997904489,306.558088,8.555293962,32.09512654,0.553428993,0.710952824
246,0.774876033,0.996594569,544.291688,5.375114461,88.08399697,0.52563774,0.713163748
952,0.916172564,0.995854865,304.5326138,8.10395503,167.5239153,0.421602491,0.713891925
977,0.785331459,0.993131556,525.0194658,8.78370196,98.43318524,0.308059049,0.715139645
730,0.881222087,1.008011403,371.7053025,3.144718731,112.3529728,0.557339779,0.715833186
597,0.847716249,0.991741073,434.740827,5.625785936,144.5206518,0.353459841,0.715971253
222,0.828538378,0.997469673,413.8833587,9.750473076,174.1516227,0.271097738,0.716632408
476,0.845565555,1.008592483,318.0137367,4.772593345,100.1140045,0.205743051,0.717098256
991,0.765023733,1.001765538,528.9662346,7.176009668,138.6780118,0.487658688,0.717277046
17,0.865060277,0.995282387,367.3960718,7.193412121,103.2277401,0.236564398,0.719237702
921,0.888681959,0.999464234,375.7608677,2.28733105,164.0205799,0.365325748,0.722696894
525,0.796235706,0.992686657,403.82365,3.427917765,21.11512758,0.282208352,0.72299351
487,0.896112522,0.993953421,308.2234956,8.51692774,99.74505194,0.586137929,0.723421042
334,0.804649681,1.008669793,418.7948058,9.708351862,167.0736744,0.478664134,0.72671346
284,0.947751936,0.99536627,316.0461509,5.422114477,199.5923076,0.349427955,0.729344868
890,0.88820889,0.995353456,344.5614812,7.072660333,119.258138,0.554327406,0.731705562
108,0.933777566,1.002775881,327.2384436,5.391251495,163.1546222,0.42252528,0.731708873
759,0.88027689,0.992984954,404.9902509,3.325652815,135.446644,0.54262746,0.732192647
180,0.909911778,0.994829807,387.9022987,2.978061361,118.5604184,0.474460006,0.732834435
777,0.818350128,0.996271328,506.7783991,7.549173217,134.0254112,0.263538846,0.735751173
426,0.806960925,0.997657518,512.5719123,8.020613242,80.15720229,0.356137019,0.73590886
301,0.813994569,0.997733574,506.4436797,6.165532472,24.04141594,0.371947353,0.737599177
148,0.83622267,1.004632084,446.2439772,3.724936599,35.57762192,0.248268919,0.738290498
705,0.50533471,0.998311091,428.8825446,2.207566906,111.4640212,0.296672126,0.73950708
379,0.889118716,1.000848177,377.659102,4.77467346,42.15773906,0.504923951,0.739530044
2,0.975761432,1.003098209,308.8972293,4.220355619,148.8990812,0.451828655,0.740174166
68,0.832755286,0.994650345,458.7688149,6.499174289,29.78935048,0.515160945,0.74174909
999,0.838295507,0.993821822,325.2820449,9.988853019,27.92492696,0.392107445,0.741987663
770,0.837887431,0.998545448,465.9742502,6.462560063,43.2169864,0.243099581,0.743304976
211,0.969556405,1.000611352,326.8675625,2.644578073,59.62271434,0.474985558,0.744409611
526,0.702112825,0.990344506,317.1832588,2.437687663,21.8995712,0.352990736,0.747174932
87,0.859216732,1.003190969,376.0952587,8.881308828,44.74518272,0.287073254,0.74720939
483,0.842359907,1.006924577,489.1247652,3.253996989,174.6617442,0.240397276,0.74769905
509,0.815031906,0.999309453,490.5730115,9.097901057,108.8096619,0.405498275,0.750081834
917,0.860439035,1.003643289,387.5796697,6.496721197,27.82825211,0.367682886,0.750247532
734,0.964126538,1.00580677,332.5515102,3.0822907,172.0778536,0.382556423,0.751095117
245,0.834039514,1.006340434,459.8902957,9.509776566,152.1911374,0.285083537,0.751392293
139,0.840626723,0.990521209,330.1998394,2.529861208,39.8557263,0.274329669,0.754868088
737,0.701062318,1.003410546,348.382442,2.06558666,52.26510451,0.253213846,0.754878972
923,0.83315171,1.002705893,477.279476,8.461365389,49.08713739,0.297148362,0.755325986
670,0.858119254,0.998597055,506.6428938,4.272550462,92.32444471,0.312272238,0.759006881
289,0.874355815,0.999954324,476.374364,2.438210353,130.2233255,0.349001907,0.760145798
320,0.560946118,1.00701564,305.9867556,2.943576325,133.436396,0.215062732,0.760697851
865,0.883157608,0.992640406,420.4866343,8.369650856,91.99204586,0.314556305,0.76144509
983,0.837377657,0.997857886,509.6013783,5.993510008,29.17985276,0.481514337,0.761719542
398,0.993033155,1.005836501,306.0927817,5.913291086,143.9797595,0.390909931,0.764940961
450,0.855065744,0.992496526,498.1794763,5.645503381,24.37922153,0.381557808,0.766175006
31,0.923206828,0.994203616,353.9304564,7.57520156,105.851656,0.523078325,0.766375963
672,0.8339837,1.007327347,543.9071563,5.461448811,53.1166731,0.353780806,0.767714184
724,0.926586119,1.000441052,372.3610467,3.960449206,179.1865368,0.211306928,0.767731871
135,0.845524581,1.009491483,462.4317165,8.883521903,76.67655542,0.364698256,0.769315525
225,0.877477862,1.00646982,485.6816396,3.113814365,60.26206986,0.426109042,0.769545112
535,0.956432753,1.009506525,311.0817391,5.180076322,39.55251407,0.497042586,0.769579944
876,0.926783577,1.004310867,340.1402555,8.065125253,176.7061323,0.495455503,0.771264347
400,0.989028243,0.996767925,352.0141596,2.397872305,79.56016807,0.450681094,0.771504993
368,0.89490939,1.001755711,403.3482908,8.862486031,148.3830402,0.339731239,0.773181678
959,0.911298095,0.998589197,400.3411925,7.044006431,93.88137681,0.373237157,0.773231674
604,0.874665868,1.005776572,449.7293797,4.965035999,160.1309714,0.443623258,0.773265732
765,0.928517674,1.006746895,354.6224345,6.430884443,106.3437328,0.537930622,0.776199265
86,0.848869358,0.999443251,503.1238237,8.381985204,49.12976172,0.223232457,0.776956371
558,0.906553616,1.008855802,409.3479863,5.748259244,57.66582638,0.365416995,0.777595253
189,0.835207324,0.993862403,429.9607587,9.489315806,131.6150381,0.598359201,0.778410614
259,0.947300978,0.997627308,375.6589974,6.555501388,64.31610273,0.323966876,0.786513665
105,0.935575076,1.003710525,390.5045394,5.296888411,73.72595046,0.469939073,0.787035875
872,0.891958557,0.995563879,481.4581638,4.319603182,37.25338018,0.503229596,0.787889732
41,0.903394441,0.994799255,391.7585658,2.026192456,119.4022873,0.242518258,0.788777392
978,0.959143166,1.005694224,328.8935899,4.864213234,53.90968636,0.215073628,0.791245504
716,0.939279237,1.008125503,406.0396217,4.324657224,70.76092668,0.361144458,0.791268417
459,0.881140892,1.004863786,439.839265,8.668465883,36.53303324,0.348965248,0.792054251
280,0.910588953,0.99057382,486.5954667,4.297786662,77.59644695,0.247514432,0.795468353
303,0.940528907,0.998607328,369.10654,7.337587804,42.26202373,0.509320373,0.796949558
502,0.917101836,1.008696023,394.9315884,8.83255906,113.7363395,0.386480086,0.797492128
806,0.858304693,1.001654151,542.5215173,4.585535264,195.2787652,0.384115264,0.79916898
644,0.835605208,0.997270294,496.7343149,8.193461332,134.9656306,0.541110012,0.800732746
162,0.841315875,1.005333616,520.9702613,5.02103157,131.4253249,0.539374884,0.800962785
335,0.907359997,0.998157268,405.9755887,8.016687624,28.33970903,0.571518506,0.801770752
714,0.871505982,0.990295311,527.9529124,2.173595337,137.7893727,0.203583124,0.801829407
658,0.85333836,1.009331294,547.3700375,4.832532868,188.8012639,0.369174921,0.802580354
388,0.948278117,1.009070349,410.4542712,3.711494042,55.29608644,0.31989606,0.802765613
689,1.006565738,1.004335068,325.9688985,5.481341274,95.58312879,0.228025032,0.802991389
922,0.961647514,0.992072781,330.7172857,7.953825489,30.82042798,0.207482878,0.80602793
364,0.956336583,1.00422776,320.9073935,6.355149467,20.56363317,0.498358386,0.806230221
401,0.922270634,0.997153887,423.8394631,8.731345285,57.97630902,0.224325834,0.807130819
814,0.937774677,1.002812778,429.124644,3.951672163,27.41253534,0.366882975,0.807229206
